v1,v2
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*"
ham,I cant pick the phone right now. Pls send a message
ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
ham,"you are sweet as well, princess. Please tell me your likes and dislikes in bed..."
ham,LOL what happens in Vegas stays in vegas
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...
ham,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? "
ham,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time 
ham,"Goodnight, sleep well da please take care pa. Please."
ham,"Night night, see you tomorrow"
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
spam,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net costå£3.75max 
ham,I want to see your pretty pussy...
ham,Sorry i missed your call. Can you please call back.
ham,Not yet chikku..wat abt u?
ham,ELLO BABE U OK?
ham,"Sorry, I'll call later"
ham,If you ask her or she say any please message.
spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at å£350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS"
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
ham,Ard 4 lor...
ham,Sorry for the delay. Yes masters
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/
ham,Now project pa. After that only i can come.
ham,Then we wait 4 u lor... No need 2 feel bad lar...
ham,That depends. How would you like to be treated? :)
spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you
ham,Fffff. Can you text kadeem or are you too far gone
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
ham,Oh... Okie lor...We go on sat... 
ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?"
ham,Lovely smell on this bus and it ain't tobacco... 
ham,G wants to know where the fuck you are
ham,If u sending her home first it's ok lor. I'm not ready yet.
ham,Customer place i will call you.
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE
ham,say thanks2. 
ham,\SHIT BABE.. THASA BIT MESSED UP.YEH
ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
ham,Sorry me going home first... Daddy come fetch Ì_ later...
spam,You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill
ham,Can Ì_ call me at 10:10 to make sure dat i've woken up...
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
ham,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.
spam,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
ham,"Lol you forgot it eh ? Yes, I'll bring it in babe"
ham,Nope i'm not drivin... I neva develop da photos lei...
ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havenåÕt sent u 1 in ages started driving so stay off roads!RVx
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589"
ham,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur åÔrents mayb interested in it, I hav 12,000pes, so around å£48, tb, James."
ham,You got called a tool?
ham,Tmrw. Im finishing 9 doors
ham,:) 
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,Surly ill give it to you:-) while coming to review.
ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
ham,Hey what's up charles sorry about the late reply.
spam,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub
ham,LOL ... No just was busy
ham,I'm okay. Chasing the dream. What's good. What are you doing next.
ham,Havent still waitin as usual... ÌÏ come back sch oredi?
ham,"Nope, I'm still in the market"
ham,Mm you ask him to come its enough :-)
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight"
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
ham,I like cheap! But iÛ÷m happy to splash out on the wine if it makes you feel better..
ham,No need lar i go engin? Cos my sis at arts today...
ham,When are you going to ride your bike?
ham,Also that chat was awesome but don't make it regular unless you can see her in person
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
ham,Hey. You got any mail?
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
ham,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
ham,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.
ham,"Great. I'm in church now, will holla when i get out"
spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
ham,WHAT TIME U WRKIN?
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
spam,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for å£3/wk
ham,Goodnight da thangam I really miss u dear.
ham,Yes:)from last week itself i'm taking live call.
ham,Just got up. have to be out of the room very soon. Û_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.
ham,What???? Hello wats talks email address?
ham,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!"
ham,Oh that was a forwarded message. I thought you send that to me
ham,No. Did you multimedia message them or e-mail?
ham,"Yep, at derek's house now, see you Sunday &lt;3"
ham,I want to lick your pussy now...
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up
ham,I want to be there so i can kiss you and feel you next to me
ham,I've been trying to reach him without success
ham,Oh is it? Send me the address
ham,O ic lol. Should play 9 doors sometime yo
ham,Our Prashanthettan's mother passed away last night. pray for her and family.
ham,Is ur lecture over?
ham,"St andre, virgil's cream"
ham,I know you are serving. I mean what are you doing now.
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
ham,Shuhui has bought ron's present it's a swatch watch...
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
ham,Yes princess! I want to make you happy...
ham,"Alright omw, gotta change my order to a half8th"
ham,Your right! I'll make the appointment right now.
ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
ham,"Oh, then your phone phoned me but it disconnected"
ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.
ham,Prabha..i'm soryda..realy..frm heart i'm sory
ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IåÕm knackered and iåÕm dreading work tonight. What are thou upto tonight. X
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!
ham,I don't think he has spatula hands!
ham,Tell them u have a headache and just want to use 1 hour of sick time.
ham,Don know..wait i will check it.
ham,Whatsup there. Dont u want to sleep
ham,"\Im on gloucesterroad what are uup to later?\"""""
ham,I'm aight. Wat's happening on your side.
ham,"ItÛ÷s reassuring, in this crazy world."
ham,You can jot down things you want to remember later.
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic "
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?"
ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
ham,Lol they were mad at first but then they woke up and gave in.
ham,Hey gals.. Anyone of u going down to e driving centre tmr?
spam,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16"
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
ham,I'm meeting Darren...
ham,"Looks like you found something to do other than smoke, great job!"
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.
ham,Where are you ? You said you would be here when I woke ... :-(
ham,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part."
ham,Glad to see your reply.
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
ham,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today
ham,"No, I was trying it all weekend ;V"
ham,From here after The performance award is calculated every two month.not for current one month period..
ham,Did you try making another butt.
ham,"Sorry, I'll call later"
spam,Money i have won wining number 946 wot do i do next
ham,So when you gonna get rimac access 
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
